TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom,Stud1_Mid-O,Stud1_Mid,Stud4_Mid-O,Stud4_Mid
38:50.7,0.17,-0.006401,0.002056641,0.001642,0.006568,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.006568,0.078815,0.006568,0.321831,-0.018062,0.495873,-0.004926,0.0821,0,0.022988,-0.072809,0.090144,0.062397,0.097062
38:51.7,0.18,-0.003973,0.001276525,0.001642,0.006568,0.003284,-0.031197,-0.005747,-0.073888,0,0.011494,0.003284,0.009852,0.006568,0.078815,-0.003284,0.331683,0.004926,0.472885,0.001642,0.088668,0.003284,0.026272,-0.045072,0.062407,0.041598,0.076263
38:52.7,0.2,-0.010815,0.00347486,0,0.004926,0.003284,-0.031197,0.000821,-0.06732,0.001642,0.013136,0,0.006568,0.003284,0.082099,0.003284,0.325115,-0.004926,0.482737,-0.004926,0.0821,0.003284,0.026272,0.003467,0.013868,0.024266,0.058931
38:53.7,0.22,-0.005959,0.001914627,0,0.004926,0.003284,-0.031197,-0.004105,-0.072246,0,0.011494,0.001642,0.00821,0.003284,0.082099,0.003284,0.325115,0.049259,0.428552,0.004926,0.091952,0,0.022988,-0.034671,0.052006,0.027732,0.062397
38:54.7,0.23,-0.006401,0.002056641,0,0.004926,0.001642,-0.032839,-0.002463,-0.070604,-0.001642,0.009852,0,0.006568,0.006568,0.078815,0,0.328399,0.004926,0.472885,-0.001642,0.085384,0,0.022988,-0.020803,0.038138,-0.013866,0.020799
38:55.7,0.25,-0.009491,0.003049458,0,0.004926,0.003284,-0.031197,-0.003284,-0.071425,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,-0.004926,0.482737,0.003284,0.09031,0.003284,0.026272,-0.079743,0.097078,0.048531,0.083196
38:56.7,0.27,-0.011919,0.003829575,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.003284,0.082099,0,0.328399,0.045975,0.431836,-0.001642,0.085384,0.003284,0.026272,-0.072809,0.090144,0.031199,0.065864
38:57.7,0.28,-0.009049,0.002907444,0,0.004926,0.003284,-0.031197,-0.001642,-0.069783,0,0.011494,0,0.006568,0.003284,0.082099,0,0.328399,-0.036123,0.513934,-0.004926,0.0821,0,0.022988,-0.02427,0.041605,0.072797,0.107462
38:58.7,0.3,-0.011477,0.00368756,0.001642,0.006568,0.003284,-0.031197,-0.002463,-0.070604,0,0.011494,0,0.006568,0.003284,0.082099,-0.003284,0.331683,0.057469,0.420342,-0.004926,0.0821,0,0.022988,-0.006934,0.024269,0.048531,0.083196
38:59.7,0.32,-0.004856,0.001560233,0,0.004926,0.001642,-0.032839,-0.004105,-0.072246,0,0.011494,0,0.006568,0.009852,0.075531,0,0.328399,-0.034481,0.512292,-0.001642,0.085384,0,0.022988,0.020803,0.003468,0.024266,0.058931
39:00.7,0.33,-0.004856,0.001560233,-0.001642,0.003284,0.003284,-0.031197,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.006568,0.078815,0,0.328399,0.027913,0.449898,-0.004926,0.0821,0,0.022988,-0.045072,0.062407,0,0.034665
39:01.7,0.35,-0.009491,0.003049458,0.001642,0.006568,0.003284,-0.031197,-0.004105,-0.072246,-0.001642,0.009852,0,0.006568,0.004926,0.080457,0,0.328399,0.036123,0.441688,-0.004926,0.0821,0.003284,0.026272,-0.02427,0.041605,0.038132,0.072797
39:02.7,0.37,-0.005739,0.001843941,0,0.004926,0.004926,-0.029555,-0.000821,-0.068962,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,-0.011494,0.489305,-0.004926,0.0821,0,0.022988,-0.052007,0.069342,0.051998,0.086663
39:03.7,0.38,-0.013243,0.004254976,0.001642,0.006568,0.006568,-0.027913,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.006568,0.078815,-0.003284,0.331683,0.021346,0.456465,-0.001642,0.085384,0.003284,0.026272,-0.062408,0.079743,0.055464,0.090129
39:04.7,0.4,-0.024941,0.008013543,0.001642,0.006568,0.006568,-0.027913,-0.004105,-0.072246,-0.000821,0.010673,0,0.006568,0.00821,0.077173,0,0.328399,-0.01642,0.494231,-0.001642,0.085384,0,0.022988,-0.010401,0.027736,0.034665,0.06933
39:05.7,0.42,-0.010153,0.003262159,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,0.003284,0.474527,-0.004926,0.0821,0,0.022988,-0.010401,0.027736,0.003467,0.038132
39:06.7,0.43,-0.014788,0.004751384,0,0.004926,0.003284,-0.031197,-0.005747,-0.073888,-0.000821,0.010673,0,0.006568,0.006568,0.078815,0,0.328399,-0.027913,0.505724,-0.004926,0.0821,0,0.022988,-0.017336,0.034671,-0.017333,0.017332
39:07.7,0.45,-0.017878,0.005744201,0,0.004926,0,-0.034481,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.006568,0.078815,0,0.328399,-0.103444,0.581255,-0.001642,0.085384,0.003284,0.026272,-0.045072,0.062407,0.027732,0.062397
39:08.7,0.47,-0.018319,0.005885895,0,0.004926,0.003284,-0.031197,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.006568,0.078815,0,0.328399,0.031197,0.446614,-0.001642,0.085384,0,0.022988,-0.048539,0.065874,0.038132,0.072797
39:09.7,0.48,-0.017657,0.005673194,0,0.004926,0.003284,-0.031197,-0.002463,-0.070604,0,0.011494,0,0.006568,0.009852,0.075531,0,0.328399,0.047617,0.430194,0.001642,0.088668,0.003284,0.026272,-0.045072,0.062407,0.055464,0.090129
39:10.7,0.5,-0.018319,0.005885895,0,0.004926,0.001642,-0.032839,0.000821,-0.06732,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,0.004926,0.472885,-0.001642,0.085384,0,0.022988,-0.013868,0.031203,0.045065,0.07973
39:11.7,0.52,-0.017437,0.005602508,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.003284,0.082099,-0.003284,0.331683,-0.014778,0.492589,0.004926,0.091952,0.003284,0.026272,0.034671,0.017336,0.0104,0.045065
39:12.7,0.53,-0.017437,0.005602508,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.003284,0.082099,0.003284,0.325115,0.009852,0.467959,0.004926,0.091952,0,0.022988,-0.031204,0.048539,-0.006933,0.027732
39:13.7,0.55,-0.014126,0.004538684,0.001642,0.006568,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.006568,0.078815,-0.003284,0.331683,-0.021346,0.499157,0.001642,0.088668,0,0.022988,-0.034671,0.052006,0.0104,0.045065
39:14.7,0.57,-0.020747,0.006666011,0,0.004926,0.004926,-0.029555,-0.003284,-0.071425,-0.001642,0.009852,0,0.006568,0.006568,0.078815,0.003284,0.325115,-0.003284,0.481095,0.004926,0.091952,0,0.022988,-0.117882,0.135217,0.038132,0.072797
39:15.7,0.58,-0.02163,0.006949719,0.001642,0.006568,0.003284,-0.031197,-0.002463,-0.070604,0,0.011494,0,0.006568,0,0.085383,0.003284,0.325115,0.006568,0.471243,0.001642,0.088668,0,0.022988,-0.041605,0.05894,0.038132,0.072797
39:16.7,0.6,-0.012581,0.004042275,0,0.004926,0.003284,-0.031197,-0.002463,-0.070604,0,0.011494,0,0.006568,0.009852,0.075531,-0.006568,0.334967,-0.00821,0.486021,-0.001642,0.085384,0.003284,0.026272,-0.038138,0.055473,0.027732,0.062397
39:17.7,0.62,-0.01854,0.005956902,0,0.004926,0.001642,-0.032839,0.002463,-0.065678,0.001642,0.013136,0,0.006568,0.006568,0.078815,0,0.328399,0.024629,0.453182,-0.004926,0.0821,0.003284,0.026272,-0.010401,0.027736,0.0104,0.045065
39:18.7,0.63,-0.01854,0.005956902,0.001642,0.006568,0.003284,-0.031197,0,-0.068141,0.001642,0.013136,0,0.006568,0.006568,0.078815,0,0.328399,0.052543,0.425268,-0.001642,0.085384,0.003284,0.026272,0.003467,0.013868,-0.031199,0.003466
39:19.7,0.65,-0.022072,0.007091734,0,0.004926,0.003284,-0.031197,-0.002463,-0.070604,-0.001642,0.009852,0,0.006568,0.006568,0.078815,0.003284,0.325115,0.049259,0.428552,-0.001642,0.085384,0.001642,0.02463,-0.072809,0.090144,0.038132,0.072797
39:20.8,0.67,-0.026927,0.008651645,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0.001642,0.013136,0,0.006568,0.006568,0.078815,0.003284,0.325115,-0.001642,0.479453,-0.001642,0.085384,0,0.022988,-0.038138,0.055473,0.013866,0.048531
39:21.8,0.68,-0.02163,0.006949719,0.001642,0.006568,0.004926,-0.029555,-0.004105,-0.072246,0,0.011494,0,0.006568,0.013136,0.072247,0,0.328399,-0.060753,0.538564,-0.001642,0.085384,0.003284,0.026272,-0.079743,0.097078,0.086663,0.121328
39:22.8,0.7,-0.02163,0.006949719,0,0.004926,0.001642,-0.032839,-0.000821,-0.068962,0,0.011494,0,0.006568,0.009852,0.075531,0,0.328399,-0.004926,0.482737,0.001642,0.088668,0.003284,0.026272,-0.02427,0.041605,0.041598,0.076263
39:23.8,0.72,-0.017216,0.005531501,0.001642,0.006568,0.004926,-0.029555,-0.000821,-0.068962,0.000821,0.012315,0.003284,0.009852,0.006568,0.078815,-0.003284,0.331683,-0.013136,0.490947,-0.001642,0.085384,0.003284,0.026272,-0.020803,0.038138,-0.006933,0.027732
39:24.8,0.73,-0.020747,0.006666011,0,0.004926,0.003284,-0.031197,-0.002463,-0.070604,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,-0.021346,0.499157,-0.001642,0.085384,0.003284,0.026272,-0.020803,0.038138,0.006933,0.041598
39:25.8,0.75,-0.009491,0.003049458,0,0.004926,0.004926,-0.029555,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.009852,0.075531,0.003284,0.325115,0.014778,0.463033,-0.004926,0.0821,0.003284,0.026272,-0.02427,0.041605,0.006933,0.041598
39:26.8,0.77,0.009932,-0.003191152,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.013136,0.072247,0,0.328399,-0.021346,0.499157,0.001642,0.088668,0.003284,0.026272,-0.069342,0.086677,0.041598,0.076263
39:27.8,0.78,0.013684,-0.004396669,0,0.004926,0.003284,-0.031197,-0.004105,-0.072246,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,0.018062,0.459749,-0.001642,0.085384,0.003284,0.026272,-0.058941,0.076276,0.058931,0.093596
39:28.8,0.8,0.007284,-0.002340349,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,0.003284,0.474527,-0.004926,0.0821,0,0.022988,-0.020803,0.038138,0.031199,0.065864
39:29.8,0.82,0.008166,-0.002623736,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0,0.011494,0.003284,0.009852,0.006568,0.078815,0.003284,0.325115,-0.021346,0.499157,0.001642,0.088668,0.003284,0.026272,0.010401,0.006934,-0.024266,0.010399
39:30.8,0.83,0.013022,-0.004183969,0,0.004926,0.003284,-0.031197,-0.000821,-0.068962,0.001642,0.013136,0,0.006568,0.006568,0.078815,0.003284,0.325115,-0.042691,0.520502,-0.004926,0.0821,0,0.022988,-0.020803,0.038138,-0.0104,0.024265
39:31.8,0.85,-0.001545,0.000496409,0.001642,0.006568,0.003284,-0.031197,-0.005747,-0.073888,0.001642,0.013136,0,0.006568,0.006568,0.078815,0,0.328399,0.018062,0.459749,0.001642,0.088668,0.003284,0.026272,-0.058941,0.076276,0.020799,0.055464
39:32.8,0.87,0.022292,-0.00716242,0,0.004926,0.001642,-0.032839,-0.000821,-0.068962,0.001642,0.013136,0,0.006568,0.006568,0.078815,0.001642,0.326757,-0.031197,0.509008,-0.004926,0.0821,0,0.022988,-0.065875,0.08321,0.013866,0.048531
39:33.8,0.88,0.042598,-0.013686737,0,0.004926,0.001642,-0.032839,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.003284,0.082099,0,0.328399,-0.027913,0.505724,0.001642,0.088668,0.003284,0.026272,-0.100546,0.117881,0.055464,0.090129
39:34.8,0.9,0.393757,-0.126514124,0.001642,0.006568,0.001642,-0.032839,0.000821,-0.06732,-0.001642,0.009852,0,0.006568,0.006568,0.078815,0.003284,0.325115,-0.037765,0.515576,-0.004926,0.0821,0.003284,0.026272,-0.038138,0.055473,0.048531,0.083196
39:35.8,0.92,0.529277,-0.1700567,0,0.004926,0.001642,-0.032839,-0.002463,-0.070604,0,0.011494,0,0.006568,0.006568,0.078815,0,0.328399,-0.027913,0.505724,-0.001642,0.085384,0,0.022988,-0.020803,0.038138,0.041598,0.076263
39:36.8,0.93,0.522214,-0.167787358,0.001642,0.006568,0.003284,-0.031197,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.006568,0.078815,0,0.328399,0.047617,0.430194,0.004926,0.091952,0.003284,0.026272,-0.031204,0.048539,0.006933,0.041598
39:37.8,0.95,0.50875,-0.163461375,0,0.004926,0.001642,-0.032839,-0.002463,-0.070604,0.001642,0.013136,0.003284,0.009852,0.006568,0.078815,0,0.328399,-0.064037,0.541848,0.001642,0.088668,0.003284,0.026272,0,0.017335,0.006933,0.041598
39:38.8,0.97,0.510516,-0.164028791,0,0.004926,0.003284,-0.031197,-0.002463,-0.070604,0.001642,0.013136,0,0.006568,0.006568,0.078815,0.003284,0.325115,-0.004926,0.482737,-0.001642,0.085384,0,0.022988,-0.072809,0.090144,0.020799,0.055464
39:39.8,0.98,0.510516,-0.164028791,0.01642,0.021346,0.036123,0.001642,0.030376,-0.037765,0.021345,0.032839,0,0.006568,0.006568,0.078815,0.006568,0.321831,0.006568,0.471243,0.001642,0.088668,0.006568,0.029556,-0.027737,0.045072,0.027732,0.062397
39:40.8,1,-3.35996,1.079555148,0.132999,0.137925,0.155986,0.121505,0.115758,0.047617,0.183899,0.195393,0,0.006568,0.003284,0.082099,0.019704,0.308695,-0.037765,0.515576,-0.004926,0.0821,0.01642,0.039408,-0.052007,0.069342,0.024266,0.058931
39:41.8,1.02,-3.227089,1.036863696,0.151061,0.155987,0.190467,0.155986,0.148598,0.080457,0.206065,0.217559,0.003284,0.009852,0.009852,0.075531,0.026272,0.302127,-0.036123,0.513934,0.00821,0.095236,0.03284,0.055828,-0.017336,0.034671,0.048531,0.083196
39:42.8,1.04,-5.291225,1.700070593,0.256147,0.261073,0.272565,0.238084,0.219202,0.151061,0.310329,0.321823,0,0.006568,0.006568,0.078815,0.055828,0.272571,-0.080456,0.558267,0.021346,0.108372,0.075532,0.09852,-0.006934,0.024269,0.027732,0.062397
39:43.8,1.05,-5.203159,1.671774987,0.259431,0.264357,0.274206,0.239725,0.220844,0.152703,0.310329,0.321823,0,0.006568,0,0.085383,0.055828,0.272571,-0.077172,0.554983,0.02463,0.111656,0.075532,0.09852,-0.010401,0.027736,0,0.034665
39:44.8,1.07,-7.102862,2.282149561,0.379294,0.38422,0.366156,0.331675,0.299658,0.231517,0.403921,0.415415,0,0.006568,0.029556,0.055827,0.06568,0.262719,-0.113295,0.591106,0.083742,0.170768,0.118223,0.141211,-0.003467,0.020802,-0.034665,0
39:45.8,1.09,-8.538178,2.743316591,0.466318,0.471244,0.42855,0.394069,0.358769,0.290628,0.469599,0.481093,0,0.006568,0.062395,0.022988,0.09852,0.229879,-0.096876,0.574687,0.149422,0.236448,0.164199,0.187187,-0.052007,0.069342,0.027732,0.062397
39:46.8,1.1,-9.335404,2.999465305,0.66828,0.673206,0.543487,0.509006,0.478632,0.410491,0.602598,0.614092,0,0.006568,0.108371,0.022988,0.157632,0.170767,-0.128073,0.605884,0.244658,0.331684,0.249582,0.27257,-0.027737,0.045072,0.027732,0.062397
39:47.8,1.12,-11.196703,3.597500674,0.712613,0.717539,0.591104,0.556623,0.534459,0.466318,0.623943,0.635437,0,0.006568,0.114939,0.029556,0.18062,0.147779,-0.147777,0.625588,0.267646,0.354672,0.275854,0.298842,-0.045072,0.062407,0.041598,0.076263
39:48.8,1.14,-11.631072,3.737063434,0.919501,0.924427,0.719176,0.684695,0.678952,0.610811,0.771719,0.783213,0.003284,0.009852,0.15763,0.072247,0.282423,0.045976,-0.162554,0.640365,0.349746,0.436772,0.328398,0.351386,-0.048539,0.065874,0.041598,0.076263
39:49.8,1.15,-15.330935,4.925829416,0.983538,0.988464,0.786497,0.752016,0.738062,0.669921,0.81441,0.825904,0,0.006568,0.200322,0.114939,0.325115,0.003284,-0.188826,0.666637,0.392438,0.479464,0.390794,0.413782,-0.003467,0.020802,-0.006933,0.027732
39:50.8,1.17,-15.287894,4.912000342,1.078772,1.083698,0.853817,0.819336,0.820161,0.75202,0.901434,0.912928,0.003284,0.009852,0.236446,0.151063,0.354671,0.026272,-0.15927,0.637081,0.425278,0.512304,0.436769,0.459757,-0.065875,0.08321,0.006933,0.041598
39:51.8,1.19,-17.56745,5.644421685,1.30208,1.307006,1.008161,0.97368,0.96137,0.893229,1.04921,1.060704,0.003284,0.009852,0.266001,0.180618,0.476179,0.14778,-0.208529,0.68634,0.494242,0.581268,0.545141,0.568129,-0.010401,0.027736,0.027732,0.062397
39:52.8,1.2,-17.649555,5.670802022,1.39403,1.398956,1.091901,1.05742,1.030332,0.962191,1.11653,1.128024,0.003284,0.009852,0.282421,0.197038,0.502451,0.174052,-0.198677,0.676488,0.523798,0.610824,0.564844,0.587832,-0.045072,0.062407,0.097063,0.131728
39:53.8,1.22,-20.429695,6.564061004,1.418659,1.423585,1.132128,1.097647,1.080412,1.012271,1.141159,1.152653,0.003284,0.009852,0.311977,0.226594,0.518871,0.190472,-0.172406,0.650217,0.559922,0.646948,0.581264,0.604252,-0.058941,0.076276,0.045065,0.07973
39:54.8,1.24,-21.388927,6.872262245,1.582856,1.587782,1.280726,1.246245,1.179751,1.11161,1.280726,1.29222,0.003284,0.009852,0.361236,0.275853,0.554995,0.226596,-0.238085,0.715896,0.645307,0.732333,0.66008,0.683068,-0.017336,0.034671,0.038132,0.072797
39:55.8,1.25,-22.068069,7.09047057,1.692868,1.697794,1.392379,1.357898,1.265133,1.196992,1.361181,1.372675,0.003284,0.009852,0.371088,0.285705,0.577983,0.249584,-0.254504,0.732315,0.661727,0.748753,0.673216,0.696204,-0.017336,0.034671,0.017333,0.051998
39:56.8,1.27,-24.131102,7.753323073,1.761831,1.766757,1.449026,1.414545,1.309466,1.241325,1.411261,1.422755,0.003284,0.009852,0.374372,0.288989,0.581267,0.252868,-0.302121,0.779932,0.684715,0.771741,0.699488,0.722476,-0.02427,0.041605,-0.027732,0.006933
39:57.8,1.29,-24.403687,7.840904633,1.80288,1.807806,1.512242,1.477761,1.357083,1.288942,1.482686,1.49418,0.003284,0.009852,0.374372,0.288989,0.591119,0.26272,-0.247936,0.725747,0.717555,0.804581,0.732327,0.755315,-0.058941,0.076276,0.027732,0.062397
39:58.8,1.3,-25.426706,8.169600638,1.870201,1.875127,1.563142,1.528661,1.403058,1.334917,1.533587,1.545081,0.003284,0.009852,0.377656,0.292273,0.591119,0.26272,-0.293911,0.771722,0.720839,0.807865,0.755315,0.778303,-0.038138,0.055473,0.055464,0.090129
39:59.8,1.32,-25.228945,8.106060029,1.907966,1.912892,1.602549,1.568068,1.437539,1.369398,1.5615,1.572994,0.003284,0.009852,0.374372,0.288989,0.581267,0.252868,-0.188826,0.666637,0.724123,0.811149,0.761883,0.784871,-0.069342,0.086677,0.06933,0.103995
40:00.8,1.34,-27.586853,8.863655869,2.050817,2.055743,1.733906,1.699425,1.536057,1.467916,1.69532,1.706814,0,0.006568,0.37273,0.287347,0.564847,0.236448,-0.300479,0.77829,0.747111,0.834137,0.781587,0.804575,-0.038138,0.055473,0.055464,0.090129
40:01.8,1.35,-27.586853,8.863655869,2.113212,2.118138,1.776597,1.742116,1.573822,1.505681,1.72077,1.732264,0,0.006568,0.367804,0.282421,0.541859,0.21346,-0.228233,0.706044,0.753679,0.840705,0.788155,0.811143,0.010401,0.006934,0.034665,0.06933
40:02.8,1.37,-29.428507,9.455379299,2.229792,2.234718,1.878398,1.843917,1.675624,1.607483,1.822572,1.834066,0,0.006568,0.361236,0.275853,0.538575,0.210176,-0.310331,0.788142,0.753679,0.840705,0.804575,0.827563,-0.038138,0.055473,-0.017333,0.017332
40:03.8,1.39,-32.194519,10.34409895,2.367718,2.372644,1.985126,1.950645,1.756081,1.68794,1.921089,1.932583,0,0.006568,0.348101,0.262718,0.532007,0.203608,-0.193752,0.671563,0.756963,0.843989,0.817711,0.840699,0.020803,0.003468,0.0104,0.045065
40:04.8,1.4,-32.735935,10.51805592,2.49415,2.499076,2.095137,2.060656,1.856241,1.7881,2.073791,2.085285,0,0.006568,0.302125,0.216742,0.525439,0.19704,-0.27585,0.753661,0.760247,0.847273,0.857119,0.880107,-0.076276,0.093611,0.045065,0.07973
40:05.8,1.42,-32.42561,10.41834849,2.561471,2.566397,2.159173,2.124692,1.910426,1.842285,2.172309,2.183803,0.003284,0.009852,0.305409,0.220026,0.525439,0.19704,-0.333318,0.811129,0.760247,0.847273,0.860403,0.883391,-0.058941,0.076276,0.020799,0.055464
40:06.8,1.44,-33.655441,10.81349319,2.583637,2.588563,2.185445,2.150964,1.941623,1.873482,2.194475,2.205969,0.003284,0.009852,0.302125,0.216742,0.525439,0.19704,-0.270924,0.748735,0.760247,0.847273,0.863687,0.886675,-0.052007,0.069342,0.086663,0.121328
40:07.8,1.45,-36.689182,11.78823418,2.684618,2.689544,2.272468,2.237987,2.048351,1.98021,2.338146,2.34964,0.003284,0.009852,0.308693,0.22331,0.518871,0.190472,-0.228233,0.706044,0.756963,0.843989,0.863687,0.886675,-0.02427,0.041605,0.020799,0.055464
40:08.8,1.47,-36.263863,11.65157918,2.753581,2.758507,2.333221,2.29874,2.123881,2.05574,2.44159,2.453084,0,0.006568,0.311977,0.226594,0.532007,0.203608,-0.238085,0.715896,0.750395,0.837421,0.860403,0.883391,0.013868,0.003467,-0.0104,0.024265
40:09.8,1.49,-38.697037,12.43335799,2.903001,2.907927,2.459652,2.425171,2.327485,2.259344,2.597576,2.60907,0,0.006568,0.282421,0.197038,0.532007,0.203608,-0.288985,0.766796,0.760247,0.847273,0.863687,0.886675,-0.034671,0.052006,0.017333,0.051998
40:10.8,1.5,-40.370502,12.97104229,2.991667,2.996593,2.551601,2.51712,2.447349,2.379208,2.709229,2.720723,0,0.006568,0.269285,0.183902,0.535291,0.206892,-0.287343,0.765154,0.684715,0.771741,0.860403,0.883391,-0.045072,0.062407,0.024266,0.058931
40:11.8,1.52,-40.370502,12.97104229,3.001519,3.006445,2.571305,2.536824,2.478546,2.410405,2.725649,2.737143,0,0.006568,0.252865,0.167482,0.538575,0.210176,-0.231517,0.709328,0.648591,0.735617,0.860403,0.883391,-0.093612,0.110947,0.062397,0.097062
40:12.8,1.54,-42.961708,13.80359678,3.18542,3.190346,2.719081,2.6846,2.649311,2.58117,2.8685,2.879994,-0.03284,0.026272,0.178976,0.093593,0.492599,0.1642,-0.208529,0.68634,0.650233,0.737259,0.863687,0.886675,-0.027737,0.045072,0.048531,0.083196
40:13.8,1.55,-42.532639,13.66573691,3.196914,3.20184,2.735501,2.70102,2.669015,2.600874,2.879993,2.891487,-0.042692,0.036124,0.154346,0.068963,0.486031,0.157632,-0.307047,0.784858,0.645307,0.732333,0.866971,0.889959,-0.02427,0.041605,0.027732,0.062397
40:14.8,1.57,-44.471848,14.28880476,3.303642,3.308568,2.796253,2.761772,2.7232,2.655059,2.951418,2.962912,-0.105087,0.098519,0.105087,0.019704,0.466327,0.137928,-0.244652,0.722463,0.655159,0.742185,0.903094,0.926082,0.02427,0.006935,-0.0104,0.024265
40:15.8,1.59,-43.136074,13.85962058,3.308568,3.313494,2.796253,2.761772,2.721558,2.653417,2.95224,2.963734,-0.105087,0.098519,0.105087,0.019704,0.463043,0.134644,-0.241369,0.71918,0.655159,0.742185,0.903094,0.926082,-0.010401,0.027736,-0.034665,0
